time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452050000	6.22163	19.8624	5.02003	3.60821	0.438618	radar	6742.57	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.95826	19.7689	5.0698	3.61553	0.422458	lidar	16073.7	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.72815	19.6238	5.11316	3.65233	0.449409	radar	6444.21	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.55186	19.501	5.04769	3.68169	0.457805	lidar	15633.6	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.35024	19.3521	5.04252	3.71441	0.470655	radar	6188.84	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.13716	19.2504	5.02891	3.72495	0.457331	lidar	15226.9	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94662	19.1383	4.96606	3.73598	0.436454	radar	6303.7	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78393	18.9876	4.91504	3.76995	0.450356	lidar	14472.5	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.5747	18.8377	4.95002	3.7947	0.458123	radar	6293.42	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.3975	18.706	4.91474	3.81505	0.45616	lidar	14118.6	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21659	18.5636	4.87002	3.83056	0.440672	radar	5965.83	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09183	18.4088	4.78974	3.86751	0.45848	lidar	13567.4	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9056	18.2368	4.87091	3.90399	0.490931	radar	6289.73	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65046	18.095	4.95233	3.89768	0.455601	lidar	12895.4	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.4891	17.9441	4.88438	3.91209	0.437664	radar	5762.59	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26243	17.7768	4.94592	3.91732	0.418185	lidar	12251.5	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08137	17.5934	4.99477	3.94615	0.436788	radar	5951.52	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90359	17.4754	4.95284	3.94747	0.415461	lidar	12303.1	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75837	17.2599	4.9995	3.99539	0.458538	radar	5579.34	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5834	17.074	5.01105	4.01315	0.452699	lidar	11265	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4212	16.9075	4.9426	4.01856	0.421656	radar	5494.71	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.2574	16.7351	4.93485	4.03198	0.413492	lidar	10891.1	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08433	16.5392	4.92824	4.04132	0.392667	radar	5324.57	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92876	16.3091	4.96544	4.06895	0.400611	lidar	9930.44	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77425	16.1326	4.91983	4.07485	0.377542	radar	5378.98	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5701	15.9635	4.95429	4.06581	0.346394	lidar	9847.78	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.4407	15.7332	5.00711	4.10498	0.38095	radar	5206.63	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26803	15.5151	5.05076	4.11574	0.371098	lidar	9043.51	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.1128	15.3221	5.03597	4.12248	0.354865	radar	5289.42	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.901398	15.1031	5.11727	4.11622	0.327147	lidar	8522.11	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.757383	14.9225	5.05106	4.11773	0.301936	radar	5120.41	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.653992	14.7083	5.01978	4.14684	0.317733	lidar	8190.14	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.540064	14.4677	5.06352	4.18151	0.346336	radar	4917.77	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.366205	14.2453	5.1121	4.1822	0.327347	lidar	7621.36	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.241988	13.9936	5.19786	4.21574	0.359386	radar	5029.08	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.225048	13.7461	5.12154	4.27622	0.407376	lidar	7092.46	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.120004	13.5033	5.16501	4.3031	0.420727	radar	4881.95	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0452343	13.2721	5.21276	4.29805	0.390728	lidar	6673.74	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.162261	13.0537	5.16575	4.30339	0.368136	radar	4763.57	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.168725	12.8287	5.07671	4.35641	0.408788	lidar	6329.93	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285281	12.6033	5.03613	4.35702	0.378113	radar	4634.75	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.403398	12.3674	5.05923	4.36262	0.362593	lidar	5792.58	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524249	12.1588	5.02143	4.35779	0.331649	radar	4767.21	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602201	11.9397	4.99656	4.37483	0.332685	lidar	5499.23	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.725366	11.7115	4.99708	4.37034	0.304975	radar	4648.92	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.918791	11.4667	5.08174	4.34045	0.25227	lidar	4962.56	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02006	11.2419	5.02314	4.33891	0.225444	radar	4347.98	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19581	11.0137	5.07349	4.31389	0.183916	lidar	4680.08	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27713	10.7684	5.11117	4.33769	0.208765	radar	4541.87	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40722	10.514	5.1574	4.33478	0.193346	lidar	4186.72	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49581	10.2518	5.20801	4.35452	0.210934	radar	4472.35	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59428	10.0415	5.17272	4.35729	0.202747	lidar	4059.28	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68241	9.81232	5.14083	4.36326	0.194658	radar	4402.66	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75787	9.59214	5.10637	4.37496	0.197251	lidar	3679	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.86811	9.3402	5.16273	4.37943	0.196727	radar	4604.34	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95135	9.04771	5.22292	4.39492	0.202278	lidar	3046.07	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0366	8.82539	5.16636	4.39482	0.184079	radar	4381.32	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13347	8.57322	5.18679	4.39771	0.176802	lidar	2932.4	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26143	8.31916	5.22602	4.38659	0.152846	radar	4611.23	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30898	8.08607	5.18316	4.40698	0.16754	lidar	2695.25	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37185	7.87378	5.1181	4.41516	0.164849	radar	4415.89	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48569	7.6221	5.15482	4.40794	0.14724	lidar	2433.52	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64666	7.3878	5.15381	4.36928	0.0810986	radar	4707.04	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75115	7.13133	5.18473	4.36735	0.0741587	lidar	2174.02	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81371	6.89717	5.16916	4.38437	0.0951566	radar	4602.81	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85583	6.68972	5.09045	4.40146	0.109194	lidar	2062.47	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91974	6.46855	5.01588	4.39986	0.0874592	radar	4419.42	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97493	6.2322	4.99676	4.41243	0.09653	lidar	1779.22	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.09309	5.98464	5.04697	4.40167	0.0809763	radar	4976.53	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17668	5.71002	5.09845	4.40623	0.0811247	lidar	1530.18	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28602	5.46311	5.09973	4.38728	0.0413532	radar	4891.08	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38295	5.2012	5.13989	4.38518	0.0366224	lidar	1420.83	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45153	4.95552	5.14111	4.39639	0.0521318	radar	5108.43	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56664	4.67664	5.21814	4.38894	0.0413363	lidar	1278.94	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67675	4.42366	5.22661	4.36994	0.00265627	radar	5329.43	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80992	4.15169	5.30151	4.35621	-0.0115774	lidar	1213.72	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89105	3.91124	5.28916	4.3652	0.00754758	radar	5731	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96291	3.67901	5.24976	4.37001	0.0116508	lidar	1091.23	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06457	3.4733	5.18945	4.35258	-0.0206744	radar	5849.57	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15534	3.22879	5.19162	4.35199	-0.0201947	lidar	1033.48	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27194	2.97359	5.22691	4.3369	-0.0451541	radar	6435.44	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36166	2.69971	5.26934	4.34061	-0.0382065	lidar	944.151	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44886	2.45025	5.26923	4.34484	-0.0276086	radar	6840.42	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5535	2.18537	5.30817	4.3432	-0.0267179	lidar	961.184	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66363	1.95286	5.29789	4.31985	-0.0736688	radar	7146.66	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77897	1.67924	5.35656	4.31679	-0.07086	lidar	977.58	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90323	1.4291	5.38355	4.30016	-0.0952912	radar	7949.36	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96209	1.1959	5.32149	4.30709	-0.0860698	lidar	877.692	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05778	0.979134	5.26604	4.3033	-0.0835253	radar	8287.44	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11847	0.747562	5.21501	4.30959	-0.0751209	lidar	909.173	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21284	0.452874	5.30551	4.31457	-0.0689859	radar	9298.29	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28764	0.212992	5.27702	4.31809	-0.0629595	lidar	988.75	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39728	-0.0212674	5.25333	4.31934	-0.0455379	radar	407.337	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46856	-0.258996	5.22495	4.32435	-0.0389969	lidar	1058.16	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58851	-0.442127	5.15113	4.3007	-0.07068	radar	9318.48	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72454	-0.626978	5.09237	4.2762	-0.096669	lidar	1295.04	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.8391	-0.856488	5.12814	4.25681	-0.131071	radar	8873.41	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93471	-1.12449	5.17574	4.26464	-0.112604	lidar	1366.12	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02382	-1.39236	5.21708	4.27375	-0.0951814	radar	8307.78	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16195	-1.59982	5.19087	4.25388	-0.113704	lidar	1569.84	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30481	-1.83885	5.27061	4.22658	-0.158703	radar	8401.5	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41104	-2.0879	5.28461	4.22829	-0.146894	lidar	1692.08	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56198	-2.29156	5.25208	4.20611	-0.163541	radar	8464.68	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71118	-2.50069	5.23608	4.18615	-0.178028	lidar	1968.68	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86662	-2.71446	5.2421	4.16502	-0.195131	radar	8299.77	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9599	-2.98186	5.27726	4.18111	-0.163182	lidar	2115.53	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08887	-3.20554	5.25395	4.17671	-0.154938	radar	8022.97	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21365	-3.39992	5.20582	4.16355	-0.163073	lidar	2321.42	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3599	-3.64799	5.24607	4.16005	-0.155711	radar	7928.51	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51825	-3.78667	5.14729	4.12239	-0.194432	lidar	2581.03	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66275	-3.99622	5.1551	4.10985	-0.20027	radar	7992.97	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81765	-4.22383	5.18098	4.10188	-0.197074	lidar	3053.06	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96873	-4.44223	5.18783	4.09391	-0.193972	radar	7987.91	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13083	-4.67951	5.22856	4.08847	-0.187805	lidar	3438.05	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27081	-4.88156	5.15375	4.08716	-0.169836	radar	8031.7	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40404	-5.09944	5.15311	4.08741	-0.159383	lidar	3624.47	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55073	-5.26593	5.0584	4.07328	-0.161699	radar	8180.71	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.7412	-5.46467	5.08163	4.0515	-0.177579	lidar	4168.93	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90056	-5.66121	5.06787	4.04191	-0.17692	radar	8166.33	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05778	-5.84719	5.0537	4.02985	-0.181018	lidar	4374.37	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19695	-6.00308	4.95412	4.01905	-0.179676	radar	8198.46	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37425	-6.10677	4.8706	3.97792	-0.219293	lidar	4572.42	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54982	-6.28938	4.88235	3.96411	-0.222435	radar	8401.14	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69081	-6.49685	4.89448	3.97067	-0.201281	lidar	5153.27	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91171	-6.65879	4.95654	3.93482	-0.234728	radar	8859.94	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1148	-6.82315	4.96814	3.91035	-0.249557	lidar	5744.13	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2994	-6.98563	4.98304	3.89239	-0.257426	radar	8614.62	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5289	-7.16597	5.03503	3.86865	-0.269339	lidar	6420.03	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7338	-7.30905	5.03798	3.84211	-0.285551	radar	8926.37	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.98	-7.47061	5.08651	3.81176	-0.303593	lidar	6963.24	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1683	-7.61104	5.04053	3.79502	-0.305292	radar	8880.22	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3192	-7.76417	4.99432	3.79528	-0.287898	lidar	6920.07	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5141	-7.89167	4.95973	3.77412	-0.296022	radar	9079.71	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6947	-7.99593	4.90431	3.75061	-0.307166	lidar	7377.81	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8872	-8.1096	4.82414	3.72876	-0.314762	radar	9246.51	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1023	-8.20037	4.80445	3.6941	-0.337143	lidar	8045.53	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3285	-8.32966	4.89134	3.67448	-0.339435	radar	9549.45	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5327	-8.41021	4.85177	3.64368	-0.356167	lidar	8463.86	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7372	-8.49787	4.7799	3.61643	-0.368691	radar	9625.38	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0155	-8.58698	4.84015	3.57427	-0.395099	lidar	9561.54	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2638	-8.68863	4.90368	3.55013	-0.398189	radar	10150.9	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4861	-8.73511	4.86957	3.51161	-0.420321	lidar	9610.38	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7002	-8.77867	4.77608	3.47288	-0.44515	radar	10069.3	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9286	-8.88675	4.79636	3.46379	-0.429593	lidar	10525.2	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1804	-8.97815	4.89406	3.44962	-0.41569	radar	10488.3	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4053	-9.08761	4.90074	3.44647	-0.395328	lidar	11122.7	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6341	-9.15887	4.87927	3.42656	-0.396872	radar	10460.9	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9202	-9.15737	4.91804	3.36839	-0.440074	lidar	11734.1	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1787	-9.23062	4.954	3.35243	-0.432118	radar	10971.8	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4447	-9.34359	5.00555	3.35426	-0.404504	lidar	12804.6	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.687	-9.37386	4.94909	3.32062	-0.425706	radar	11130.2	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9452	-9.45683	4.97928	3.31509	-0.407289	lidar	13326.1	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1959	-9.46726	4.95296	3.27778	-0.430251	radar	11514	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4476	-9.46158	4.95436	3.23965	-0.4491	lidar	13575.4	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6649	-9.46238	4.88994	3.20866	-0.4631	radar	11192.9	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9488	-9.44748	4.94124	3.16874	-0.481218	lidar	14493.1	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2015	-9.50527	4.97611	3.17161	-0.445985	radar	11633.1	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4622	-9.52258	4.99355	3.15371	-0.440764	lidar	15154.1	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7195	-9.51246	4.98442	3.12309	-0.454367	radar	12274.4	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9745	-9.48014	4.99377	3.08922	-0.466754	lidar	15615	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2178	-9.44364	4.96434	3.05281	-0.487035	radar	12373.9	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4201	-9.48761	4.89497	3.06051	-0.452247	lidar	16150.2	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6565	-9.47455	4.90346	3.04621	-0.438386	radar	12343	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9052	-9.46519	4.90787	3.03132	-0.430469	lidar	17035.9	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1354	-9.42714	4.90592	3.00954	-0.427294	radar	12608	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3813	-9.30887	4.92974	2.95235	-0.466927	lidar	17240.7	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6142	-9.23438	4.90258	2.91274	-0.491948	radar	13129.1	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8667	-9.11149	4.94283	2.86079	-0.521727	lidar	17993.2	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.104	-9.01073	4.95639	2.82278	-0.534209	radar	13591.8	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2769	-9.13598	4.78927	2.88072	-0.443825	lidar	18829.4	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5159	-9.09352	4.80226	2.87075	-0.426892	radar	13506.6	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7374	-8.99778	4.80324	2.83694	-0.440593	lidar	19138.8	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9794	-8.91704	4.81868	2.8112	-0.446743	radar	14158.2	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1755	-8.8487	4.77109	2.79226	-0.443599	lidar	19650.6	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4086	-8.7613	4.77617	2.76634	-0.451431	radar	14316.9	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.601	-8.73555	4.70217	2.76813	-0.425659	lidar	20427.5	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7919	-8.59583	4.65184	2.71003	-0.483155	radar	14442.9	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9953	-8.51882	4.62939	2.69464	-0.473849	lidar	21012.3	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.41141	4.65023	2.6743	-0.463573	radar	14572.7	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4362	-8.31236	4.67771	2.65711	-0.456762	lidar	21885.6	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6271	-8.19711	4.65099	2.62701	-0.469903	radar	14571	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
